|Sociedad CO|Equipo|Denominación|Perfil catálogo|Ubicac.técnica|Indicador ABC|Área de empresa|Pto.tbjo.resp.|Clase de aviso|Aviso|Descripción|Creado el|Inicio deseado|Fin deseado|Prioridad|Fecha de cierre|Status usuario|Status sistema|Autor del aviso|descripcion|descripcion2
527|ISA|123181|Reactor línea monofásico 500 kV-RV|1-REAAMO|LVIR500R23MC-REACT|B|SUR|38B70001|N2|979042|cambiar Relé Buchholz|2021-04-17|2021-04-17|2022-04-12|4.0||INIC COND|METR ORAS|LLOPEZ|cambiar rele buchholz|cambiar rele
528|ISA|2000236|Reactor línea monofásico 500 kV-RV|1-REAAMO|PORC500R11MC-REACT|C|NOR|38B60001|N2|979037|Cambiar rele Buchholz|2021-04-17|2021-12-01|2021-12-01|4.0||INIC COND ENPT|METR ORAS|JCMEDINA|cambiar rele buchholz|cambiar rele
529|ISA|109355|Reactor línea monofásico 500 kV-A|1-REAAMO|SCAR500R21MC-REACT|C|NOR|38B60001|N2|982517|Corregir ingreso humedad termometro|2021-05-04|2021-06-09|2021-06-10|3.0|2021-06-21|INIC ENPT|MECE ORAS|ORUIZ|corregir ingreso humedad termometro|corregir ingreso humedad termometro
530|ISA|109356|Reactor línea monofásico 500 kV-B|1-REAAMO|SCAR500R21MC-REACT|C|NOR|38B60001|N2|982511|Cambiar manguera de purga Rele Buchholz|2021-05-04|2021-06-09|2021-06-10|2.0|2021-06-11|INIC ENPT|MECE ORAS|ORUIZ|cambiar manguera de purga rele buchholz|cambiar manguera de purga rele buchholz
531|ISA|112135|Reactor línea monofásico 500 kV-B|1-REAAMO|CERR500R12MC-REACT|C|NOR|38B60001|N4|982974|Actualizar valores de aislamiento|2021-05-06|2021-05-10|2021-05-10|4.0|2021-05-10|INIC COND|MECE ORAS|ECANTOR|actualizar valores de aislamiento|actualizar valores de aislamiento
532|ISA|111566|Reactor línea monofásico 500 kV-A|1-REAAMO|CHIN500R12MC-REACT|C|NOR|38B60001|N2|983723|Aplicar Sikaflex 1a Protecciones Mecánic|2021-05-13|2021-05-18|2021-05-20|5.0|2021-05-21|INIC ENPT|MECE|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
533|ISA|117259|Reactor línea monofásico 500 kV-C|1-REAAMO|CERR500R21MC-REACT|C|NOR|38B60001|N2|983830|Cambiar diafragma en tanque conservador|2021-05-14|2021-05-30|2021-05-30|3.0|2021-06-02|COPL ENPT CO19|MECE|SPRADA|cambiar diafragma en tanque conservador|cambiar diafragma en tanque conservador
534|ISA|201114|Autotrafo Monofásico 230/115 kV-A|1-TRAAMO|LREF230ATR-1-AUTOT|C|CEN|38B80001|N2|987597|Cambiar silica Gel|2021-05-29|2021-08-02|2021-08-27|3.0||INIC ENPT|METR ORAS|DAFLOREZ|cambiar silica gel|cambiar silica
535|ISA|109355|Reactor línea monofásico 500 kV-A|1-REAAMO|SCAR500R21MC-REACT|C|NOR|38B60001|N2|5547357|Cambiar indicador de nivel aceite|2021-06-21|2022-02-23|2022-02-24|5.0||INIC ENPT|METR ORAS|SPRADA|cambiar indicador de nivel aceite|cambiar indicador de nivel aceite
536|ISA|115104|Reactor línea monofásico 500 kV-RV|1-REAAMO|SCAR500R21MC-REACT|C|NOR|38B60001|N2|5547355|Cambiar Termómetro de aceite|2021-06-21|2022-02-23|2022-02-24|4.0||INIC ENPT|METR ORAS|SPRADA|cambiar termometro de aceite|cambiar termometro
537|ISA|112137|Reactor línea monofásico 500 kV-RV|1-REAAMO|BOLI500R18MC-REACT|C|NOR|38C30001|N2|5547691|Cambiar Gabinete de Control Reactor RV|2021-06-23|2022-04-06|2022-04-30|5.0||INIC ENPT RSRP|METR ORAS|JGAMEZ|cambiar gabinete de control reactor rv|cambiar gabinete de control reactor rv
538|ISA|120116|Reactor terciario 34.5 kV|1-REAATR|SCAR034R32MC-REACT|C|NOR|38B60001|N2|5548342|Cambiar Sílica|2021-06-25|2021-07-01|2021-07-01|2.0|2021-07-15|INIC|MECE ORAS|SMARIN|cambiar silica|cambiar silica
539|TRAN|810451|Tebsa 3 60 MVA 220/110/46 kV Fase T|1-TRAAMO|TBS_220ATR03-T|A|TBS|38C10001|N2|5548343|Cambiar silica gel|2021-06-25|2021-06-30|2021-07-30|2.0||INIC|METR ORAS|FDELEON|cambiar silica gel|cambiar silica
540|ISA|109355|Reactor línea monofásico 500 kV-A|1-REAAMO|SCAR500R21MC-REACT|C|NOR|38B60001|N2|5548425|Cambiar sílica|2021-06-26|2021-06-26|2021-07-25|2.0||INIC|METR ORAS|SMARIN|cambiar silica|cambiar silica
541|ISA|109356|Reactor línea monofásico 500 kV-B|1-REAAMO|SCAR500R21MC-REACT|C|NOR|38B60001|N2|5548426|Cambiar sílica|2021-06-26|2021-06-26|2021-07-25|2.0||INIC|METR ORAS|SMARIN|cambiar silica|cambiar silica
542|ISA|109357|Reactor línea monofásico 500 kV-C|1-REAAMO|SCAR500R21MC-REACT|C|NOR|38B60001|N2|5548427|Cambiar sílica|2021-06-26|2021-06-26|2021-07-25|2.0||INIC|METR ORAS|SMARIN|cambiar silica|cambiar silica
