|Sociedad CO|Equipo|Denominación|Perfil catálogo|Ubicac.técnica|Indicador ABC|Área de empresa|Pto.tbjo.resp.|Clase de aviso|Aviso|Descripción|Creado el|Inicio deseado|Fin deseado|Prioridad|Fecha de cierre|Status usuario|Status sistema|Autor del aviso|descripcion|descripcion2
273|ISA|109358|Reactor de neutro 25.5 kV|S-REACTO|SCAR500R21RN-REACT|A|NOR|38B60002|N4|875295|Instalar relé de sello|2016-04-22|2018-11-16|2018-11-16|5.0|2018-11-27|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
274|ISA|111988|Reactor línea monofásico 500 kV-RV|S-REACTO|CERR500R21MC-REACT|A|NOR|38B60001|N4|875354|Instalar relé de sello|2016-04-22|2018-10-09|2018-10-09|5.0|2018-10-09|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
275|ISA|112135|Reactor línea monofásico 500 kV-B|S-REACTO|CERR500R12MC-REACT|A|NOR|38B60001|N4|875332|Instalar relé de sello|2016-04-22|2018-09-13|2018-09-13|5.0|2018-09-13|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
276|ISA|112136|Reactor línea monofásico 500 kV-C|S-REACTO|CERR500R12MC-REACT|A|NOR|38B60001|N4|875334|Instalar relé de sello|2016-04-22|2018-09-13|2018-09-13|5.0|2018-09-13|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
277|ISA|112245|Reactor línea monofásico 500 kV-RV|S-REACTO|CERR500R13MC-REACT|A|NOR|38B60001|N4|875343|Instalar relé de sello|2016-04-22|2018-10-08|2018-10-08|5.0|2018-10-08|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
278|ISA|112246|Reactor línea monofásico 500 kV-C|S-REACTO|CERR500R13MC-REACT|A|NOR|38B60001|N4|875342|Instalar relé de sello|2016-04-22|2018-10-08|2018-10-08|5.0|2018-10-12|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
279|ISA|115104|Reactor línea monofásico 500 kV-RV|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60002|N4|875293|Instalar relé de sello|2016-04-22|2018-11-16|2018-11-16|5.0|2018-11-27|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
280|ISA|117258|Reactor línea monofásico 500 kV-B|S-REACTO|CERR500R21MC-REACT|A|NOR|38B60001|N4|875351|Instalar relé de sello|2016-04-22|2018-10-09|2018-10-09|5.0|2018-10-12|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
281|ISA|117259|Reactor línea monofásico 500 kV-C|S-REACTO|CERR500R21MC-REACT|A|NOR|38B60001|N4|875353|Instalar relé de sello|2016-04-22|2018-10-09|2018-10-09|5.0|2018-10-12|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
282|ISA|118447|Reactor neutro 125 kV-RV|S-REACTO|SCAR500R22RN-REACT|A|NOR|38B60002|N4|875304|Instalar relé de sello|2016-04-22|2018-11-16|2018-11-16|5.0|2018-11-27|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
283|ISA|120116|Reactor terciario 34.5 kV|S-REACTO|SCAR034R32MC-REACT|A|NOR|38B60002|N4|875279|Instalar relé de sello|2016-04-22|2019-07-23|2019-07-23|5.0|2019-08-09|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
284|ISA|123172|Reactor línea monofásico 500 kV-B|S-REACTO|CERR500R13MC-REACT|A|NOR|38B60001|N4|875340|Instalar relé de sello|2016-04-22|2018-10-08|2018-10-08|5.0|2018-10-12|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
285|ISA|123183|Reactor línea monofásico 500 kV-A|S-REACTO|CERR500R12MC-REACT|A|NOR|38B60001|N4|875330|Instalar relé de sello|2016-04-22|2018-09-13|2018-09-13|5.0|2018-09-13|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
286|ISA|201438|Autotrafo Monofásico 500/110 kV-C|S-TRAFOS|CERR500ATRR2|B|NOR|38B60001|N4|875323|Cambiar relé presión súbita|2016-04-22|2018-01-24|2018-01-24|4.0|2018-01-24|INIC ENPT|MECE ORAS|SPRADA|cambiar rele presion subita|alivio presion
287|ISA|201582|Autotrafo Monofásico 500/110 kV-B|S-TRAFOS|CERR500ATR-1-AUTOT|A|NOR|38B60001|N4|875319|Cambiar relé presión súbita|2016-04-22|2018-01-26|2018-01-26|4.0|2018-01-26|ENPT|MECE ORAS|SPRADA|cambiar rele presion subita|alivio presion
288|ISA|201585|Autotrafo Monofásico 500/110 kV-A|S-TRAFOS|CERR500ATR-1-AUTOT|A|NOR|38B60001|N4|875318|Cambiar relé presión súbita|2016-04-22|2018-01-26|2018-01-26|4.0|2018-01-26|ENPT|MECE ORAS|SPRADA|cambiar rele presion subita|alivio presion
289|ISA|111566|Reactor línea monofásico 500 kV-A|S-REACTO|CHIN500R12MC-REACT|A|NOR|38B60002|N4|875391|Instalar relé de sello|2016-04-23|2018-11-07|2018-11-07|5.0|2018-11-08|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
290|ISA|111689|Reactor línea monofásico 500 kV-A|S-REACTO|CHIN500R22MC-REACT|A|NOR|38B60002|N4|875415|Instalar relé de sello|2016-04-23|2018-11-07|2018-11-07|5.0|2018-11-08|COPE ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
291|ISA|111690|Reactor línea monofásico 500 kV-C|S-REACTO|CHIN500R22MC-REACT|A|NOR|38B60002|N4|875419|Instalar relé de sello|2016-04-23|2018-11-07|2018-11-07|5.0|2018-11-08|COPE ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
292|ISA|111691|Reactor línea monofásico 500 kV-B|S-REACTO|CHIN500R22MC-REACT|A|NOR|38B60002|N4|875417|Instalar relé de sello|2016-04-23|2018-11-07|2018-11-07|5.0|2018-11-08|COPE ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
293|ISA|111966|Reactor línea monofásico 500 kV-C|S-REACTO|CHIN500R11MC-REACT|A|NOR|38B60002|N4|875404|Instalar relé de sello|2016-04-23|2019-10-09|2019-10-09|5.0|2019-11-08|ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
294|ISA|111989|Reactor línea monofásico 500 kV-C|S-REACTO|CHIN500R23MC-REACT|A|NOR|38B60002|N4|875427|Instalar relé de sello|2016-04-23|2019-10-07|2019-10-07|5.0|2019-11-08|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
295|ISA|400039|Autotrafo Trifásico 230/115 kV|S-TRAFOS|LVIR230ATR-1-AUTOT|A|SUR|38B70001|N2|877868|Cambio termometro Alta temp. devanado|2016-04-29|2018-05-19|2018-05-19|4.0|2018-05-21|INIC ENPT|MECE ORAS|SCORREA|cambio termometro alta temp. devanado|cambio termometro alta temp. devanado
296|ISA|200203|Transformador Trifásico 230/34.5 kV|S-TRAFOS|SAMO230TRF-1-TRAFO|A|ORI|38B90001|N4|881879|Cambiar silica gel TRF1 Samoré|2016-05-22|2016-05-25|2016-05-25||2016-06-13|INIC|MECE ORAS|MPPENUELA|cambiar silica gel trf1 samore|cambiar silica
297|TRAN|809372|Sabanalarga 2 60 MVA 220/34.5 kV|S-TRAFOS|SAC_220TRA02||SAC|38C10001|N4|885659|Desconectar disparo valvula de alivio|2016-06-09|2016-09-02|2016-09-03|3.0|2016-09-12|CTER ENPT|MECE ORAS|AFERNANDEZ|desconectar disparo valvula de alivio|desconectar disparo valvula de alivio
298|TRAN|809372|Sabanalarga 2 60 MVA 220/34.5 kV|S-TRAFOS|SAC_220TRA02||SAC|38C10001|N4|885665|Cambiar valvulas de alivio de presión|2016-06-09|2016-09-02|2016-09-03|4.0|2016-09-12|CTER ENPT|MECE ORAS|AFERNANDEZ|cambiar valvulas de alivio de presion|cambiar valvula
299|ISA|120116|Reactor terciario 34.5 kV|S-REACTO|SCAR034R32MC-REACT|A|NOR|38B60001|N2|888435|Cambiar silica|2016-06-25|2016-07-05|2016-10-03|8.0|2016-07-06|INIC|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
300|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|S-TRAFOS|TGJ_220TRA01||TGJ|38C10001|N4|898120|Cambiar Silica deshumectador T-TGJ01|2016-08-08|2016-08-18|2016-08-18|2.0|2016-09-12|INIC ENPT|MECE ORAS|FPION|cambiar silica deshumectador t-tgj01|cambiar silica
301|ISA|100008|Reactor línea trifásico 230 kV|S-REACTO|BANA230R12MC-REACT|A|ORI|38B90001|N4|899381|Cambiar silica gel Reactor Linea Banadia|2016-08-15|2016-11-15|2016-11-15|2.0|2016-12-12|INIC ENPT|MECE ORAS|ASIERRA|cambiar silica gel reactor linea banadia|cambiar silica
302|ISA|111988|Reactor línea monofásico 500 kV-RV|S-REACTO|CERR500R21MC-REACT|A|NOR|38B60001|N4|911554|Montar válvula alivio de presión|2016-09-10|2016-08-29|2016-08-29||2016-09-10|INIC|MECE ORAS|SPRADA|montar valvula alivio de presion|alivio presion
303|ISA|111988|Reactor línea monofásico 500 kV-RV|S-REACTO|CERR500R21MC-REACT|A|NOR|38B60001|N4|911553|Desmontar válvula alivio de presión|2016-09-10|2016-08-23|2016-08-23||2016-09-10|INIC|MECE ORAS|SPRADA|desmontar valvula alivio de presion|alivio presion
304|ISA|2000233|Reactor linea monofasico 500 kV-A|S-REACTO|PORC500R11MC-REACT|A|NOR|38B60001|N4|912273|Reparar termometro de devanado|2016-09-17|2018-08-22|2018-08-22|4.0|2018-08-23|INIC ENPT|MECE ORAS|JFRAMIREZ|reparar termometro de devanado|reparar termometro de devanado
305|ISA|112135|Reactor línea monofásico 500 kV-B|S-REACTO|CERR500R12MC-REACT|A|NOR|38B60001|N2|912366|Corregir goteo válvula drenaje conservad|2016-09-18|2017-02-14|2017-02-15|4.0|2017-03-04|INIC ENPT|MECE ORAS|JFAGUDELO|corregir goteo valvula drenaje conservad|fuga aceite
306|ISA|112245|Reactor línea monofásico 500 kV-RV|S-REACTO|CERR500R13MC-REACT|A|NOR|38B60001|N2|912356|Cambiar silica|2016-09-18|2017-10-25|2017-10-25|4.0|2016-11-06|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
307|ISA|201114|Autotrafo Monofásico 230/115 kV-A|S-TRAFOS|LREF230ATR-1-AUTOT|A|CEN|38B80001|N4|913033|Cambiar rodamientos|2016-09-22|2017-03-19|2017-03-20|3.0|2017-04-23|INIC ENPT|MECE ORAS|OGRAJALES|cambiar rodamientos|cambiar rodamientos
308|ISA|118423|Reactor línea monofásico 500 kV-C|S-REACTO|SABA500R22MC-REACT|A|NOR|38C10001|N2|913234|Corregir Fuga de Aceite Valvula Radiador|2016-09-23|2017-04-17|2017-04-17|4.0|2017-07-05|INIC ENPT|MECE ORAS PÁG.|ACOT|corregir fuga de aceite valvula radiador|fuga aceite
309|ISA|132503|Reactor línea monofásico 500 kV-B|S-REACTO|PRIM500R16MC-REACT|A|ORI|38B90001|N4|917205|Cambiar silica|2016-10-13|2016-10-13|2016-10-13|2.0|2016-11-03|INIC|MECE ORAS|DADIAZ|cambiar silica|cambiar silica
310|ISA|109358|Reactor de neutro 25.5 kV|S-REACTO|SCAR500R21RN-REACT|A|NOR|38B60001|N4|918917|Cambiar válvula alivio presión|2016-10-23|2019-05-17|2019-05-17|9.0|2019-05-17|INIC ENPT|MECE ORAS|SPRADA|cambiar valvula alivio presion|alivio presion
311|ISA|200203|Transformador Trifásico 230/34.5 kV|S-TRAFOS|SAMO230TRF-1-TRAFO|A|ORI|38B90001|N4|921069|Cambiar empaque puerta gabinete|2016-10-29|2017-11-01|2017-11-01|4.0|2017-11-09|INIC ENPT|MECE MIMP ORAS|EFDELGADO|cambiar empaque puerta gabinete|cambiar empaque puerta gabinete
312|ISA|123183|Reactor línea monofásico 500 kV-A|S-REACTO|CERR500R12MC-REACT|A|NOR|38B60001|N4|924513|Cambiar manguera de silica gel|2016-11-23|2017-02-14|2017-02-15|8.0|2017-03-04|INIC ENPT|MECE ORAS|SPRADA|cambiar manguera de silica gel|cambiar silica
313|ISA|201114|Autotrafo Monofásico 230/115 kV-A|S-TRAFOS|LREF230ATR-1-AUTOT|A|CEN|38B80001|N2|925964|Cambiar Silica fase A|2016-11-28|2017-03-19|2017-03-20|3.0|2017-03-30|INIC ENPT|MECE ORAS|OGRAJALES|cambiar silica fase a|cambiar silica
314|ISAB|301717|Autotrafo monofasico 230/69/24.9 kV - A|S-TRAFOS|SUCR230ATR-1-AUTOT||SUC|38F10001|N4|929984|Cambiar silica gel en ATR RV|2016-12-14|2017-07-02|2017-07-02|8.0|2017-09-04|INIC ENPT|MECE ORAS|LELARA|cambiar silica gel en atr rv|cambiar silica
315|ISA|2000233|Reactor linea monofasico 500 kV-A|S-REACTO|PORC500R11MC-REACT|A|NOR|38B60001|N2|930273|Cambiar silica|2016-12-17|2016-12-19|2016-12-19||2016-12-19|INIC|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
316|TRAN|810050|Guajira 4 40 MVA220/34.5/6.9 kV|S-TRATAT|TGJ_220TRA04||TGJ|38C10001|N2|940263|Cambiar Silica deshumectador T-TGJ04|2017-02-24|2017-02-25|2017-02-25||2017-04-04|INIC ENPT|MECE ORAS|FPION|cambiar silica deshumectador t-tgj04|cambiar silica
317|ISA|200203|Transformador Trifásico 230/34.5 kV|S-TRATAT|SAMO230TRF-1-TRAFO|A|ORI|38B90001|N4|942706|Cambiar valvula alivio presion|2017-03-03|2019-11-19|2019-11-19|7.0|2019-11-25|COPL ENPT|MECE MIMP ORAS|JMONSALVE|cambiar valvula alivio presion|alivio presion
318|ISA|123183|Reactor línea monofásico 500 kV-A|S-REATAM|CERR500R12MC-REACT|C|NOR|38B60001|N2|942927|Corregir fuga aceite tubería buchholz|2017-03-04|2017-02-14|2017-02-15||2017-03-04|INIC|MECE ORAS|SPRADA|corregir fuga aceite tuberia buchholz|fuga aceite
319|ISA|109355|Reactor línea monofásico 500 kV-A|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|944240|Cambiar silica gel|2017-03-20|2017-04-28|2017-04-28|8.0|2017-04-28|INIC ENPT|MECE ORAS|ORUIZ|cambiar silica gel|cambiar silica
320|ISA|109356|Reactor línea monofásico 500 kV-B|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|944241|Cambiar silica gel|2017-03-20|2017-04-28|2017-04-28|8.0|2017-04-28|INIC ENPT|MECE ORAS|ORUIZ|cambiar silica gel|cambiar silica
321|ISA|109357|Reactor línea monofásico 500 kV-C|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|944242|Cambiar silica gel|2017-03-20|2017-04-28|2017-04-28|8.0|2017-04-28|INIC ENPT|MECE ORAS|ORUIZ|cambiar silica gel|cambiar silica
322|ISA|117258|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N2|944494|Cambiar relé buchholz|2017-03-23|2017-03-13|2017-03-14||2017-03-23|INIC|MECE ORAS|SPRADA|cambiar rele buchholz|cambiar rele
323|ISA|201117|Autotrafo Monofásico 230/115 kV-B|S-TRATAM|LREF230ATR-1-AUTOT|C|CEN|38B80001|N2|947956|Revisar y/o cambiar Rele Bucholtz|2017-04-12|2017-10-01|2017-10-01|9.0|2017-10-06|INIC ENPT|MECE ORAS|902|revisar y/o cambiar rele bucholtz|cambiar rele
324|ISA|202718|Autotrafo Monofásico 230/115 kV-B|S-TRATAM|LHER230ATR-1-AUTOT|C|SUR|38B70001|N4|947957|Hacer cambio de indicador nivel OLTC FB|2017-04-12|2018-07-07|2018-07-11|5.0|2018-07-26|INIC ENPT|MECE ORAS|DBERMUDEZ|hacer cambio de indicador nivel oltc fb|hacer cambio de indicador nivel oltc fb
325|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|S-TRATAT|TGJ_220TRA01||TGJ|38C10001|N4|948124|Revisar alarma presente, LOW LEVEL UG1|2017-04-17|2017-11-14|2017-11-14|3.0|2017-12-05|INIC ENPT|MECE ORAS|FPION|revisar alarma presente, low level ug1|revisar alarma presente, low level ug1
326|ISA|117274|Reactor línea monofásico 500 kV-A|S-REATAM|SABA500R21MC-REACT|C|NOR|38C10001|N4|950648|Cambiar indicador de nivel de aceite|2017-05-08|2018-10-09|2018-10-09|4.0|2018-11-09|CPRO ENPT|MECE ORAS|AFERNANDEZ|cambiar indicador de nivel de aceite|cambiar indicador de nivel de aceite
327|ISA|111105|Autotrafo Monofásico 500/220 kV-C|S-TRATAM|SABA500ATR-1-AUTOT|C|NOR|38C10001|N4|950765|Cambiar diafragma|2017-05-09|2020-12-19|2020-12-20|4.0|2020-12-29|CPRO ENPT CO19|MECE ORAS|AFERNANDEZ|cambiar diafragma|cambiar diafragma
328|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|S-TRATAT|TGJ_220TRA01||TGJ|38C10001|N4|950780|Revisar alarma intermitent, BUCHHOLZ UG1|2017-05-09|2017-05-12|2017-05-12||2017-05-23|INIC ENPT|MECE ORAS|FPION|revisar alarma intermitent, buchholz ug1|revisar alarma intermitent, buchholz ug1
329|ISA|201114|Autotrafo Monofásico 230/115 kV-A|S-TRATAM|LREF230ATR-1-AUTOT|C|CEN|38B80001|N2|951230|Revisar y/o cambiar Rele Bucholtz|2017-05-12|2017-10-01|2017-10-01|9.0|2017-10-06|INIC ENPT|MECE ORAS|R.PUELLO|revisar y/o cambiar rele bucholtz|cambiar rele
330|ISA|120116|Reactor terciario 34.5 kV|S-REATAT|SCAR034R32MC-REACT|C|NOR|38B60001|N2|952353|Cambiar sílica|2017-05-24|2017-05-25|2017-06-25||2017-05-24|INIC ENPT|MECE ORAS|JFLOREZ|cambiar silica|cambiar silica
331|ISA|100008|Reactor línea trifásico 230 kV|S-REATAT|BANA230R12MC-REACT|A|ORI|38B90001|N4|954158|Realizar secado de aislamientos en linea|2017-05-31|2020-09-24|2020-12-30|5.0|2021-01-12|CPRO ENPT CO19|MECE MIMP ORAS|FAHERRENO|realizar secado de aislamientos en linea|realizar secado de aislamientos en linea
332|ISA|200548|Autotrafo Trifásico 230/115 kV-RV|S-TRATAT|ESME230ATR-1-AUTOT|A|SUR|38B70001|N4|955177|Secado en linea aislamientos - OLTC|2017-06-06|2018-07-15|2018-07-19|4.0|2018-07-18|CPRO ENPT|MECE ORAS|JEAMAYA|secado en linea aislamientos - oltc|secado en linea aislamientos - oltc
333|ISA|200597|Autotrafo Trifásico 230/115 kV|S-TRATAT|ESME230ATR-2-AUTOT|B|SUR|38B70001|N4|955178|Secado en linea aislamientos - OLTC|2017-06-06|2018-07-01|2018-07-05|4.0|2018-07-18|INIC COND ENPT|MECE ORAS|JEAMAYA|secado en linea aislamientos - oltc|secado en linea aislamientos - oltc
334|ISA|202718|Autotrafo Monofásico 230/115 kV-B|S-TRATAM|LHER230ATR-1-AUTOT|C|SUR|38B70001|N4|955181|Secado en linea aislamientos - OLTC|2017-06-06|2018-07-07|2018-07-11|9.0|2018-07-18|INIC COND ENPT|MECE ORAS|JEAMAYA|secado en linea aislamientos - oltc|secado en linea aislamientos - oltc
335|ISA|111105|Autotrafo Monofásico 500/220 kV-C|S-TRATAM|SABA500ATR-1-AUTOT|C|NOR|38B60001|N4|956448|Realiza cambio de relé presion súbita|2017-06-09|2018-10-17|2018-10-18|4.0|2018-11-26|CPRO|MECE ORAS|FAHERRENO|realiza cambio de rele presion subita|alivio presion
336|ISA|201438|Autotrafo Monofásico 500/110 kV-C|S-TRATAM|CERR500ATR-1-AUTOT|A|NOR|38B60001|N4|956438|Realiza cambio de relé presion súbita|2017-06-09|2018-07-04|2018-07-06|4.0|2018-07-06|INIC ENPT|MECE ORAS|FAHERRENO|realiza cambio de rele presion subita|alivio presion
337|ISA|201582|Autotrafo Monofásico 500/110 kV-B|S-TRATAM|CERR500ATR-1-AUTOT|C|NOR|38B60001|N4|956436|Realiza cambio de relé presion súbita|2017-06-09|2018-07-04|2018-07-06|4.0|2018-07-06|INIC ENPT|MECE ORAS|FAHERRENO|realiza cambio de rele presion subita|alivio presion
338|ISA|201585|Autotrafo Monofásico 500/110 kV-A|S-TRATAM|CERR500ATR-1-AUTOT|C|NOR|38B60001|N4|956272|Realiza cambio de relé presion súbita|2017-06-09|2018-07-04|2018-07-06|4.0|2018-07-04|INIC ENPT|MECE ORAS|FAHERRENO|realiza cambio de rele presion subita|alivio presion
339|TRAN|808997|Valledupar 2 100 MVA 220/110 kV|S-TRATAT|VAL_220TRA02|B|VAL|38C20001|N4|957076|Cambiar Medidor nivel de Aceite|2017-06-12|2019-11-10|2019-11-10|4.0|2019-11-12|INIC ENPT|MECE ORAS|MJIMENEZ|cambiar medidor nivel de aceite|cambiar medidor nivel de aceite
340|ISA|111105|Autotrafo Monofásico 500/220 kV-C|S-TRATAM|SABA500ATR-1-AUTOT|C|NOR|38B60001|N4|957649|Revisar indicador de Nivel de Aceite|2017-06-16|2018-08-14|2018-08-15|5.0|2018-08-22|CPRO|MECE ORAS|ACOT|revisar indicador de nivel de aceite|revisar indicador de nivel de aceite
341|ISA|201438|Autotrafo Monofásico 500/110 kV-C|1-TRAAMO|CERR500ATR-1-AUTOT|B|NOR|38B60001|N2|5015531|Cambiar borneras de corriente ATR1|2017-10-12|2021-08-08|2021-08-18|5.0||INIC ENPT|METR ORAS|HLWILCHES|cambiar borneras de corriente atr1|cambiar borneras de corriente atr1
342|ISA|100008|Reactor línea trifásico 230 kV|S-REATAT|BANA230R12MC-REACT|A|ORI|38B90001|N4|5020873|Instalar trampa de gases rele Bucholtz|2017-11-06|2019-01-23|2019-01-23|4.0|2019-02-15|CPRO ENPT|MECE ORAS|ASIERRA|instalar trampa de gases rele bucholtz|instalar trampa de gases rele bucholtz
343|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|S-TRATAT|TGJ_220TRA01|C|TGJ|38C10001|N4|5021918|Revisar relé disparo buchholz|2017-11-15|2017-11-16|2017-11-16||2017-12-05|INIC ENPT|MECE ORAS|AFERNANDEZ|revisar rele disparo buchholz|revisar rele disparo buchholz
344|ISA|200203|Transformador Trifásico 230/34.5 kV|S-TRATAT|SAMO230TRF-1-TRAFO|A|ORI|38B90001|N2|5025466|Revisar falla protec mecanica OLTC|2017-12-08|2017-12-19|2018-12-14|4.0|2017-12-20|INIC|MECE ORAS|MPPENUELA|revisar falla protec mecanica oltc|revisar falla protec mecanica oltc
345|ISA|400039|Autotrafo Trifásico 230/115 kV|S-TRATAT|LVIR230ATR-1-AUTOT|B|SUR|38B70001|N4|5025891|Cambiar silica gel naranja del OLTC|2017-12-19|2017-12-19|2017-12-19||2018-01-11|INIC|MECE ORAS|SCORREA|cambiar silica gel naranja del oltc|cambiar silica
346|ISAB|301717|Autotrafo monofasico 230/69/24.9 kV - A|S-TRATAM|SUCR230ATR-1-AUTOT||SUC|38F10001|N4|5026140|Cambiar silica gel Sucre ATR 1 RV|2017-12-21|2018-11-08|2018-11-08|4.0|2018-12-11|INIC|MECE|LELARA|cambiar silica gel sucre atr 1 rv|cambiar silica
347|TRAN|809372|Sabanalarga 2 60 MVA 220/34.5 kV|S-TRATAT|SAC_220TRA02|C|SAC|38C10001|N4|5028309|Cambiar Valvula De Sobrepresion|2018-02-05|2019-05-26|2019-05-26|4.0|2019-06-21|INIC ENPT|MECE ORAS|LESCANO|cambiar valvula de sobrepresion|cambiar valvula
348|ISA|200548|Autotrafo Trifásico 230/115 kV-RV|S-TRATAT|ESME230ATR-1-AUTOT|A|SUR|38B70001|N4|5028593|hacer cambio de reles de flujo OLTC ABC|2018-02-07|2019-04-27|2019-04-30|4.0|2019-05-06|INIC ENPT|MECE ORAS|DBERMUDEZ|hacer cambio de reles de flujo oltc abc|cambiar rele
349|TRAN|810050|Guajira 4 40 MVA220/34.5/6.9 kV|S-TRATAT|TGJ_220TRA04|C|TGJ|38C10001|N4|5030702|Cambiar sílica gel del T-TGJ04|2018-02-15|2018-07-29|2018-07-29|3.0|2018-10-09|INIC ENPT|MECE ORAS|MCOGOLLO|cambiar silica gel del t-tgj04|cambiar silica
350|ISA|117272|Reactor línea monofásico 500 kV-RV|S-REATAM|SABA500R21MC-REACT|C|NOR|38C10001|N2|5257133|Corregir Fuga de Aceite Valvula Radiador|2018-03-05|2018-10-10|2018-10-10|4.0|2018-11-09|CPRO ENPT|MECE ORAS|ACOT|corregir fuga de aceite valvula radiador|fuga aceite
351|ISA|132503|Reactor línea monofásico 500 kV-B|S-REATAM|PRIM500R16MC-REACT|C|ORI|38B90001|N4|5255413|Seguimiento operación Inadecuada Bucholz|2018-03-05|2018-03-05|2018-04-30||2018-05-31|INIC|MECE ORAS|JEAMAYA|seguimiento operacion inadecuada bucholz|seguimiento operacion inadecuada bucholz
352|ISA|132503|Reactor línea monofásico 500 kV-B|S-REATAM|PRIM500R16MC-REACT|C|ORI|38B90001|N4|5257139|Reparar y/o cambiar relé buchholz|2018-03-06|2018-05-10|2018-11-06|3.0|2018-05-10|INIC ENPT|MECE ORAS|ACCORRALES|reparar y/o cambiar rele buchholz|cambiar rele
353|ISA|400039|Autotrafo Trifásico 230/115 kV|S-TRATAT|LVIR230ATR-1-AUTOT|B|SUR|38B70001|N4|5257258|Secado en linea aislamientos - OLTC|2018-03-07|2018-12-12|2018-12-17|3.0|2018-12-18|CTER COND ENPT|MECE ORAS|ECANTOR|secado en linea aislamientos - oltc|secado en linea aislamientos - oltc
354|ISA|109355|Reactor línea monofásico 500 kV-A|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5263724|Cambiar cableado y flexiconduit|2018-03-22|2019-02-05|2019-02-06|4.0|2019-02-18|INIC ENPT|MECE ORAS PÁG.|ORUIZ|cambiar cableado y flexiconduit|cambiar cableado y flexiconduit
355|ISA|109356|Reactor línea monofásico 500 kV-B|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5263727|Cambiar cableado y flexiconduit|2018-03-22|2019-02-05|2019-02-06|4.0|2019-02-11|INIC ENPT|MECE ORAS|ORUIZ|cambiar cableado y flexiconduit|cambiar cableado y flexiconduit
356|ISA|109357|Reactor línea monofásico 500 kV-C|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5263729|Cambiar cableado y flexiconduit|2018-03-22|2019-02-05|2019-02-06|4.0|2019-02-11|INIC ENPT|MECE ORAS|ORUIZ|cambiar cableado y flexiconduit|cambiar cableado y flexiconduit
357|ISA|123178|Reactor línea monofásico 500 kV-C|S-REATAM|LVIR500R22MC-REACT|B|SUR|38B70001|N2|5406384|Revisar alarma rele buchholz|2018-05-02|2018-05-20|2018-05-20|3.0|2018-06-06|INIC ENPT|MECE ORAS|SCORREA|revisar alarma rele buchholz|revisar alarma rele buchholz
358|TRAN|809372|Sabanalarga 2 60 MVA 220/34.5 kV|S-TRATAT|SAC_220TRA02|C|SAC|38C10001|N4|5408248|Patronar Termometros T-SAC02|2018-05-08|2019-05-26|2019-05-26|4.0|2019-07-18|INIC ENPT|MECE ORAS|LESCANO|patronar termometros t-sac02|patronar termometros t-sac02
359|TRAN|810451|Tebsa 3 60 MVA 220/110/46 kV Fase T|S-TRATAM|TBS_220ATR03-T|A|TBS|38C10001|N4|5408509|Realizar tratamiento metalmecanico|2018-05-09|2018-06-14|2018-06-15|4.0|2018-07-06|INIC ENPT|MECE ORAS|AFERNANDEZ|realizar tratamiento metalmecanico|realizar tratamiento metalmecanico
