|Equipo|Denominación|Creado el|Ubicac.técnica|Denominación.1|Posición medida|Valor medido|Unidad caract.|Aviso|Codif.txt.cód.|Fecha|Hora|Hora de|Hora medición|Texto|Texto Ampliado|Creado por|Punto de medida|Documento med.
2075|200597|Autotrafo Trifásico 230/115 kV|2018-10-23|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|1|UNIDAD|||2018-10-23|21:04:34|00:00:00|21:04:34|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DEL|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DELTA-B/|DDIC|626107|30957433
2076|200597|Autotrafo Trifásico 230/115 kV|2018-10-22|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|1|UNIDAD|||2018-10-22|00:09:19|00:00:00|00:09:19|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DEL|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DELTA-B/|DDIC|626107|30950808
2077|200597|Autotrafo Trifásico 230/115 kV|2018-09-11|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|1|UNIDAD|||2018-09-11|21:05:56|00:00:00|21:05:56|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DEL|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DELTA-B/|DDIC|626107|30688450
2078|200597|Autotrafo Trifásico 230/115 kV|2018-08-12|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|1|UNIDAD|||2018-08-12|21:04:52|00:00:00|21:04:52|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DEL|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DELTA-B/|DDIC|626107|30461797
2079|200597|Autotrafo Trifásico 230/115 kV|2018-07-17|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|1|UNIDAD|||2018-07-17|21:04:17|00:00:00|21:04:17|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DEL|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DELTA-B/|DDIC|626107|30233068
2080|200597|Autotrafo Trifásico 230/115 kV|2018-06-12|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|1|UNIDAD|||2018-06-12|21:08:23|00:00:00|21:08:23|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DEL|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DELTA-B/|DDIC|626107|30019890
2081|200597|Autotrafo Trifásico 230/115 kV|2018-05-14|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|1|UNIDAD|||2018-05-14|21:03:58|00:00:00|21:03:58|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DEL|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DELTA-B/|DDIC|626107|29842068
2082|200597|Autotrafo Trifásico 230/115 kV|2018-04-17|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|1|UNIDAD|||2018-04-17|21:35:24|00:00:00|21:35:24|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DEL|1-DGA=T-ACE(D)/T-PAP(S)/ /2-OIL.TAP= DELTA-B/|DDIC|626107|29701561
2083|200597|Autotrafo Trifásico 230/115 kV|2018-04-16|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-04-16|21:11:25|00:00:00|21:11:25|/2-OIL.TAP= DELTA-B/||DDIC|626107|29696716
2084|200597|Autotrafo Trifásico 230/115 kV|2018-04-12|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-04-12|21:14:49|00:00:00|21:14:49|/2-OIL.TAP= DELTA-B/||DDIC|626107|29688303
2085|200597|Autotrafo Trifásico 230/115 kV|2018-04-11|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-04-11|21:18:44|00:00:00|21:18:44|/2-OIL.TAP= DELTA-B/||DDIC|626107|29681093
2086|200597|Autotrafo Trifásico 230/115 kV|2018-04-03|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-04-03|02:47:28|00:00:00|02:47:28|/2-OIL.TAP= DELTA-B/||DDIC|626107|29637283
2087|200597|Autotrafo Trifásico 230/115 kV|2018-03-25|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-03-25|21:19:33|00:00:00|21:19:33|/2-OIL.TAP= DELTA-B/||DDIC|626107|29602543
2088|200597|Autotrafo Trifásico 230/115 kV|2018-03-23|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-03-23|23:31:40|00:00:00|23:31:40|/2-OIL.TAP= DELTA-B/||DDIC|626107|29597200
2089|200597|Autotrafo Trifásico 230/115 kV|2018-02-18|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-02-18|21:06:06|00:00:00|21:06:06|/2-OIL.TAP= DELTA-B/||DDIC|626107|29455097
2090|200597|Autotrafo Trifásico 230/115 kV|2018-01-08|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-01-08|21:06:45|00:00:00|21:06:45|/2-OIL.TAP= DELTA-B/||DDIC|626107|29011147
2091|200597|Autotrafo Trifásico 230/115 kV|2018-01-05|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-01-05|21:02:08|00:00:00|21:02:08|/2-OIL.TAP= DELTA-B/||DDIC|626107|29004263
2092|200597|Autotrafo Trifásico 230/115 kV|2017-12-17|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-12-17|21:04:25|00:00:00|21:04:25|/2-OIL.TAP= DELTA-B/||DDIC|626107|28921456
2093|200597|Autotrafo Trifásico 230/115 kV|2017-12-16|ESME230ATR-2-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-12-16|21:02:09|00:00:00|21:02:09|/2-OIL.TAP= DELTA-B/ /5-INSP= 9-P.CUB/||DDIC|626107|28920197
2094|200548|Autotrafo Trifásico 230/115 kV-RV|2020-12-20|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-12-20|03:16:39|00:00:00|03:16:39|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: 2-DGA=T-ACE(C)/ /2-OIL.T AP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|37664355
2095|200548|Autotrafo Trifásico 230/115 kV-RV|2020-12-11|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-12-11|21:33:39|00:00:00|21:33:39|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: 2-DGA=T-ACE(C)/ /2-OIL.T AP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|37624682
2096|200548|Autotrafo Trifásico 230/115 kV-RV|2020-10-25|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-10-25|21:17:12|00:00:00|21:17:12|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: 2-DGA=T-ACE(C)/ /2-OIL.T AP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|37080494
2097|200548|Autotrafo Trifásico 230/115 kV-RV|2020-10-23|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-10-23|21:11:04|00:00:00|21:11:04|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: 2-DGA=T-ACE(C)/ /2-OIL.T AP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|37076592
2098|200548|Autotrafo Trifásico 230/115 kV-RV|2020-10-20|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-10-20|01:15:35|00:00:00|01:15:35|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: 2-DGA=T-ACE(C)/ /2-OIL.T AP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|37061440
2099|200548|Autotrafo Trifásico 230/115 kV-RV|2020-10-12|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-10-12|21:12:44|00:00:00|21:12:44|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: 2-DGA=T-ACE(C)/ /2-OIL.T AP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|37034156
2100|200548|Autotrafo Trifásico 230/115 kV-RV|2020-06-13|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-06-13|09:15:46|00:00:00|09:15:46|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN|2-DGA: FALLA TÉRMICA ACEITE. 2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: 2-DGA=T-ACE(C)/ /2-OIL.T AP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|35908346
2101|200548|Autotrafo Trifásico 230/115 kV-RV|2020-02-29|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-02-29|03:43:56|00:00:00|03:43:56|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: /2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|35111072
2102|200548|Autotrafo Trifásico 230/115 kV-RV|2020-02-06|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-02-06|21:08:28|00:00:00|21:08:28|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: /2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|35000214
2103|200548|Autotrafo Trifásico 230/115 kV-RV|2020-01-29|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-01-29|21:30:24|00:00:00|21:30:24|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: /2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|34892379
2104|200548|Autotrafo Trifásico 230/115 kV-RV|2019-12-19|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-12-19|02:59:31|00:00:00|02:59:31|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: /2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|34609170
2105|200548|Autotrafo Trifásico 230/115 kV-RV|2019-09-25|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-09-25|21:20:39|00:00:00|21:20:39|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: /2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|34001364
2106|200548|Autotrafo Trifásico 230/115 kV-RV|2019-09-19|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-09-19|02:57:29|00:00:00|02:57:29|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: /2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|33948948
2107|200548|Autotrafo Trifásico 230/115 kV-RV|2019-08-27|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-08-27|21:04:42|00:00:00|21:04:42|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: /2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|33801226
2108|200548|Autotrafo Trifásico 230/115 kV-RV|2019-07-30|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-07-30|22:12:40|00:00:00|22:12:40|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: /2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|33564877
2109|200548|Autotrafo Trifásico 230/115 kV-RV|2019-06-19|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-06-19|21:03:21|00:00:00|21:03:21|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: /2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|33159711
2110|200548|Autotrafo Trifásico 230/115 kV-RV|2019-06-07|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-06-07|21:27:33|00:00:00|21:27:33|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA|2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: /2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/|DDIC|626103|32883724
2111|200548|Autotrafo Trifásico 230/115 kV-RV|2019-05-22|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-05-22|21:03:57|00:00:00|21:03:57|2-INSPECCIONES OPERATIVAS: /2-INSP= 2-PR|2-INSPECCIONES OPERATIVAS: /2-INSP= 2-PRO-M/|DDIC|626103|32636299
2112|200548|Autotrafo Trifásico 230/115 kV-RV|2019-05-06|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-05-06|21:03:11|00:00:00|21:03:11|2-INSPECCIONES OPERATIVAS: /2-INSP= 2-PR|2-INSPECCIONES OPERATIVAS: /2-INSP= 2-PRO-M/|DDIC|626103|32429128
2113|200548|Autotrafo Trifásico 230/115 kV-RV|2019-04-22|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-04-22|21:05:03|00:00:00|21:05:03|/2-INSP= 2-PRO-M/||DDIC|626103|32179066
2114|200548|Autotrafo Trifásico 230/115 kV-RV|2019-04-20|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-04-20|21:59:16|00:00:00|21:59:16|/2-INSP= 2-PRO-M/||DDIC|626103|32170861
2115|200548|Autotrafo Trifásico 230/115 kV-RV|2019-04-05|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-04-05|21:28:14|00:00:00|21:28:14|/2-INSP= 2-PRO-M/ 3-CUB/||DDIC|626103|32114035
2116|200548|Autotrafo Trifásico 230/115 kV-RV|2019-03-27|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-03-27|21:04:25|00:00:00|21:04:25|3-CONDICIÓN DIELÉCTRICA OLTC:DESVIACIÓN|3-CONDICIÓN DIELÉCTRICA OLTC:DESVIACIÓN ÚLTIMO RESULTADO RESPECTO A LA MEDIA. /3-OIL.TAP= DELTA-A/DELTA-B/DELTA-C/ /2-INSP= 2-PRO-M/  3-CUB/|DDIC|626103|32043178
2117|200548|Autotrafo Trifásico 230/115 kV-RV|2019-03-05|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-03-05|21:43:13|00:00:00|21:43:13|3-CONDICIÓN DIELÉCTRICA OLTC:DESVIACIÓN|3-CONDICIÓN DIELÉCTRICA OLTC:DESVIACIÓN ÚLTIMO RESULTADO RESPECTO A LA MEDIA. /3-OIL.TAP= DELTA-A/DELTA-B/DELTA-C/ /2-INSP= 2-PRO-M/|DDIC|626103|31935296
2118|200548|Autotrafo Trifásico 230/115 kV-RV|2019-03-04|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-03-04|21:25:04|00:00:00|21:25:04|/2-INSP= 2-PRO-M/||DDIC|626103|31931630
2119|200548|Autotrafo Trifásico 230/115 kV-RV|2018-11-22|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-11-22|21:17:45|00:00:00|21:17:45|2-CONDICIÓN DIELÉCTRICA OLTC: DESVIACIÓN|2-CONDICIÓN DIELÉCTRICA OLTC: DESVIACIÓN ÚLTIMO RESULTADO RESPECTO A LA MEDIA. /2-OIL.TAP= DELTA-C/|DDIC|626103|31142093
2120|200548|Autotrafo Trifásico 230/115 kV-RV|2018-11-02|ESME230ATRR1-AUTOT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-11-02|21:08:03|00:00:00|21:08:03|2-CONDICIÓN DIELÉCTRICA OLTC: DESVIACIÓN|2-CONDICIÓN DIELÉCTRICA OLTC: DESVIACIÓN ÚLTIMO RESULTADO RESPECTO A LA MEDIA. /2-OIL.TAP= DELTA-C/|DDIC|626103|31023620
2121|200203|Transformador Trifásico 230/34.5 kV|2020-11-21|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-11-21|21:03:37|00:00:00|21:03:37|/2-BUJE/||DDIC|626093|37499088
2122|200203|Transformador Trifásico 230/34.5 kV|2020-07-31|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|1|UNIDAD|||2020-07-31|21:19:36|00:00:00|21:19:36|1-HUMEDAD EN CUBA: DESVIACIÓN ÚLTIMO RES|1-HUMEDAD EN CUBA: DESVIACIÓN ÚLTIMO RESULTADO RESPECTO A LA MEDIA. 3-HUMEDAD EN PAPEL:DESVIACIÓN ÚLTIMO RESULTADO RESPECTO A LA MED IA. /1-HUM=DELTA//3-HUM_PAP=DELTA/ NO.EQ/|DDIC|626093|36459883
2123|200203|Transformador Trifásico 230/34.5 kV|2019-11-25|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-11-25|21:23:55|00:00:00|21:23:55|2-INSPECCIONES OPERATIVAS: MANDO Y FILTR|2-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC. /2-INSP= 2-M.OLTC/|DDIC|626093|34465928
2124|200203|Transformador Trifásico 230/34.5 kV|2019-10-19|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-10-19|21:01:56|00:00:00|21:01:56|2-INSPECCIONES OPERATIVAS: MANDO Y FILTR|2-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC. /2-INSP= 2-M.OLTC/|DDIC|626093|34149989
2125|200203|Transformador Trifásico 230/34.5 kV|2019-09-19|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-09-19|02:57:30|00:00:00|02:57:30|2-INSPECCIONES OPERATIVAS: MANDO Y FILTR|2-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC. /2-INSP= 2-M.OLTC/|DDIC|626093|33948959
2126|200203|Transformador Trifásico 230/34.5 kV|2019-08-19|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-08-19|21:23:49|00:00:00|21:23:49|2-INSPECCIONES OPERATIVAS: MANDO Y FILTR|2-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC. /2-INSP= 2-M.OLTC/|DDIC|626093|33727947
2127|200203|Transformador Trifásico 230/34.5 kV|2019-05-24|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-05-24|21:28:19|00:00:00|21:28:19|2-INSPECCIONES OPERATIVAS: MANDO Y FILTR|2-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC. /2-INSP= 2-M.OLTC/|DDIC|626093|32699153
2128|200203|Transformador Trifásico 230/34.5 kV|2017-12-10|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-12-10|21:02:38|00:00:00|21:02:38|/2-INSP= 2-PRO-M/||DDIC|626093|28849160
2129|200203|Transformador Trifásico 230/34.5 kV|2017-08-18|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-08-18|21:15:13|00:00:00|21:15:13|/2-INSP= 2-CUB/||DDIC|626093|27654873
2130|200203|Transformador Trifásico 230/34.5 kV|2017-08-10|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-08-10|21:12:49|00:00:00|21:12:49|/2-INSP= 2-CUB/||DDIC|626093|27587493
2131|200203|Transformador Trifásico 230/34.5 kV|2017-04-29|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-04-29|21:28:47|00:00:00|21:28:47|/2-INSP= 2-M.OLTC/||DDIC|626093|26583275
2132|200203|Transformador Trifásico 230/34.5 kV|2017-03-26|SAMO230TRF-1-TRAFO|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-03-26|21:53:13|00:00:00|21:53:13|/2-INSP= 2-M.OLTC/||DDIC|626093|26342321
2297|133034|Reactor línea monofásico 500 kV-A|2020-10-20|OCAN500R19MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-10-20|00:29:17|00:00:00|00:29:17|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1133232|37060889
2298|133034|Reactor línea monofásico 500 kV-A|2020-09-07|OCAN500R19MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-09-07|21:20:05|00:00:00|21:20:05|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1133232|36815662
2299|133034|Reactor línea monofásico 500 kV-A|2020-07-10|OCAN500R19MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-07-10|21:12:24|00:00:00|21:12:24|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1133232|36162991
2300|133034|Reactor línea monofásico 500 kV-A|2020-06-13|OCAN500R19MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-06-13|03:37:29|00:00:00|03:37:29|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1133232|35907545
2301|133034|Reactor línea monofásico 500 kV-A|2020-02-24|OCAN500R19MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-02-24|21:01:40|00:00:00|21:01:40|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1133232|35082247
2340|132503|Reactor línea monofásico 500 kV-B|2019-04-05|PRIM500R16MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2019-04-05|21:17:00|00:00:00|21:17:00|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1132585|32113980
2341|132503|Reactor línea monofásico 500 kV-B|2019-03-22|PRIM500R16MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2019-03-22|21:10:00|00:00:00|21:10:00|/6-HUM /2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BU|/6-HUM /2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/|DDIC|1132585|32019378
2342|132503|Reactor línea monofásico 500 kV-B|2018-03-06|PRIM500R16MC-REACT|Calificación del equipo|REACTOR TOTAL|1|UNIDAD|5257139.0||2018-03-02|10:27:33|00:00:00|15:21:23|5257139. Flotador bloqueado.||SUB_PRIMAVER|1132585|29533152
2346|123184|Reactor de neutro 33 kV|2020-06-13|LVIR500R22RN-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-06-13|03:37:37|00:00:00|03:37:37|/2-INSP=8-ENF/2-PRO-M/8-CUB/8-GAB/8-BUJ/||DDIC|625811|35907881
2347|123184|Reactor de neutro 33 kV|2020-04-01|LVIR500R22RN-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-04-01|22:25:54|00:00:00|22:25:54|/2-INSP=8-ENF/2-PRO-M/8-CUB/8-GAB/8-BUJ/||DDIC|625811|35411754
2348|123184|Reactor de neutro 33 kV|2019-10-10|LVIR500R22RN-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2019-10-10|21:12:01|00:00:00|21:12:01|/2-INSP=8-ENF/2-PRO-M/8-CUB/8-GAB/8-BUJ/||DDIC|625811|34105167
2349|123184|Reactor de neutro 33 kV|2019-04-13|LVIR500R22RN-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2019-04-13|21:13:18|00:00:00|21:13:18|/2-INSP=8-ENF/2-PRO-M/8-CUB/8-GAB/8-BUJ/||DDIC|625811|32148656
2350|123184|Reactor de neutro 33 kV|2019-03-08|LVIR500R22RN-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2019-03-08|21:09:55|00:00:00|21:09:55|/2-INSP=8-ENF/2-PRO-M/3-CUB/8-GAB/8-BUJ/||DDIC|625811|31947495
2351|123183|Reactor línea monofásico 500 kV-A|2020-08-10|CERR500R12MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-08-10|21:01:58|00:00:00|21:01:58|/2-INSP= 2-PRO-M/ 9-GAB/8-BUJ/||DDIC|625809|36521302
