Equipo;Posición medida;Valor medido;Fecha;Texto;Texto Ampliado
133276;EQUIPO TOTAL;5,00;30/05/2021;;
132717;EQUIPO TOTAL;5,00;30/05/2021;;
132718;EQUIPO TOTAL;5,00;30/05/2021;;
132719;EQUIPO TOTAL;5,00;30/05/2021;;
133273;EQUIPO TOTAL;3,00;30/05/2021;3-INSPECCIONES OPERATIVAS: /3-INSP= 3-PR;3-INSPECCIONES OPERATIVAS: /3-INSP= 3-PRO-M/
133274;EQUIPO TOTAL;5,00;30/05/2021;;
133275;EQUIPO TOTAL;5,00;30/05/2021;;
201437;EQUIPO TOTAL;3,00;30/05/2021;3-DGA:FALLA TÉRMICA PAPEL. 3-INSPECCIONE;3-DGA:FALLA TÉRMICA PAPEL. 3-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC. 3-DGA= T-PAP(S)/ /3-INSP= 3-M.OLTC/
201439;EQUIPO TOTAL;3,00;30/05/2021;3-INSPECCIONES OPERATIVAS: MANDO Y FILTR;3-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC. /3-INSP= 3-M.OLTC/
2006683;EQUIPO TOTAL;5,00;30/05/2021;;
2006684;EQUIPO TOTAL;5,00;30/05/2021;;
2006685;EQUIPO TOTAL;5,00;30/05/2021;;
2006686;EQUIPO TOTAL;2,00;30/05/2021;2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA;2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. /2-OIL.TAP=DIAG
201440;EQUIPO TOTAL;3,00;30/05/2021;3-DGA:FALLA TÉRMICA PAPEL. ARCO ELÉCTRIC;3-DGA:FALLA TÉRMICA PAPEL. ARCO ELÉCTRICO. 3-DGA= T-PAP(S)/ ARC(D)/
112137;REACTOR TOTAL;5,00;30/05/2021;/5-INSP= 9-GAB/8-BUJ/;
132692;REACTOR TOTAL;5,00;30/05/2021;/5-INSP= 9-GAB/8-BUJ/;
132693;REACTOR TOTAL;5,00;30/05/2021;/5-INSP= 9-GAB/8-BUJ/;
132694;REACTOR TOTAL;5,00;30/05/2021;/5-INSP= 9-GAB/8-BUJ/;
132695;REACTOR TOTAL;5,00;30/05/2021;/8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/;
133244;REACTOR TOTAL;5,00;30/05/2021;/5-INSP= 9-GAB/8-BUJ/;
133245;REACTOR TOTAL;5,00;30/05/2021;/5-INSP= 9-GAB/8-BUJ/;
133247;REACTOR TOTAL;5,00;30/05/2021;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/
2010280;EQUIPO TOTAL;5,00;30/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2010281;EQUIPO TOTAL;5,00;30/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2010282;EQUIPO TOTAL;5,00;30/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2010283;EQUIPO TOTAL;5,00;30/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
133243;REACTOR TOTAL;5,00;30/05/2021;/5-INSP= 9-GAB/8-BUJ/;
201114;EQUIPO TOTAL;3,00;29/05/2021;3-CONDICIÓN DIELÉCTRICA OLTC:DESVIACIÓN;3-CONDICIÓN DIELÉCTRICA OLTC:DESVIACIÓN ÚLTIMO RESULTADO RESPECTO A LA MEDIA. 3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-OIL.TAP= DELTA/ /3-INSP= 3-CUB/
200110;EQUIPO TOTAL;5,00;28/05/2021;;
203791;EQUIPO TOTAL;5,00;28/05/2021;;
200082;EQUIPO TOTAL;2,00;28/05/2021;2-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;2-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /2-INSP= 2-PRO-M/ 3-CUB/
203926;EQUIPO TOTAL;2,00;28/05/2021;2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA;2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. /2-OIL.TAP=DIAG
203928;EQUIPO TOTAL;5,00;28/05/2021;;
203930;EQUIPO TOTAL;2,00;28/05/2021;2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA;2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. /2-OIL.TAP=DIAG
203932;EQUIPO TOTAL;3,00;28/05/2021;3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA;3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. /3-OIL.TAP=DIAG
808998;EQUIPO TOTAL;3,00;28/05/2021;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENF;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENFRIAMIENTO. MANDO Y FILTRO OLTC.CONDICIÓN CUBA. /9-OIL.TAP/ /3-INSP=3-ENF/ 3-M.OLTC/3-CUB/ 3- P.CUB/
810551;EQUIPO TOTAL;2,00;28/05/2021;2-INSPECCIONES OPERATIVAS: SISTEMA DE EN;2-INSPECCIONES OPERATIVAS: SISTEMA DE ENFRIAMIENTO. CONDICIÓN CUBA. /8-OIL.TAP/ /2-INSP=3-ENF/ 2-CUB/ 3-P.CUB/
816737;EQUIPO TOTAL;3,00;28/05/2021;3-DGA:FALLA TÉRMICA PAPEL. 3-INSPECCIONE;3-DGA:FALLA TÉRMICA PAPEL. 3-INSPECCIONES OPERATIVAS:SISTEMA DE ENFRIAMIENTO. CONDICIÓN CUBA. 3-DGA= T-PAP(C)/ /9-OIL.TAP/ /3-INSP=9 -ENF/ 3-CUB/
2000279;EQUIPO TOTAL;5,00;28/05/2021;/9-OIL.TAP/;
111602;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
120105;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
120106;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-PRO-M/ 9-GAB/8-BUJ/;
120107;REACTOR TOTAL;5,00;27/05/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /5-INS;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /5-INSP= 9-GAB/8-BUJ/
120116;REACTOR TOTAL;3,00;27/05/2021;T-PAP(S)/ /3-INSP= 3-PRO-M/ 9-GAB/8-BUJ/;
120117;REACTOR TOTAL;3,00;27/05/2021;3-DGA= T-PAP(S)/ /5-INSP= 9-GAB/8-BUJ/;
2004867;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2004868;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
111988;REACTOR TOTAL;2,00;27/05/2021;/2-INSP= 2-PRO-M/ 9-GAB/8-BUJ/;
112245;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-PRO-M/ 9-GAB/8-BUJ/;
115104;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-PRO-M/ 9-GAB/8-BUJ/;
123179;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
123530;REACTOR TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 9-GAB/8-BUJ/;
123531;REACTOR TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP= 3-CUB/9-GAB/8-BUJ/;
133025;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
2000236;REACTOR TOTAL;2,00;27/05/2021;/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/;
2007921;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP=9-ENF/ 8-GAB/8-BUJ/;
2009378;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009614;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009682;EQUIPO TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP= 3-CUB/8-GAB/8-BUJ/;
2011677;EQUIPO TOTAL;2,00;27/05/2021;/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA;/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/
2011681;EQUIPO TOTAL;2,00;27/05/2021;/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/3-CUB;/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/3-CUB/8-GAB/8-BUJ/
2014349;EQUIPO TOTAL;5,00;27/05/2021;7-DGA=7-T.ACE/ 7-PD//9-OIL=9-FQ/9-DIE//9;7-DGA=7-T.ACE/ 7-PD//9-OIL=9-FQ/9-DIE//9-HUM//9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/
109357;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
109408;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
111073;REACTOR TOTAL;2,00;27/05/2021;/2-INSP=3-ENF/ 2-CUB/9-GAB/8-BUJ/;
122576;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-CUB/9-GAB/8-BUJ/;
132504;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
132507;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
132508;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
132510;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
133016;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
2000235;REACTOR TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP=9-ENF/ 9-GAB/8-BUJ/;
2009603;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009610;EQUIPO TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP= 3-PRO-M/ 8-GAB/8-B;/9-OIL.CORR/ /3-INSP= 3-PRO-M/ 8-GAB/8-BUJ/
2011263;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP=9-ENF/ 9-CUB/8-GAB/;/9-OIL.CORR/ /5-INSP=9-ENF/ 9-CUB/8-GAB/8-BUJ/
2011280;EQUIPO TOTAL;5,00;27/05/2021;/9-HUM//9-OIL.CORR/ /5-INSP=9-ENF/ 9-CUB;/9-HUM//9-OIL.CORR/ /5-INSP=9-ENF/ 9-CUB/8-GAB/8-BUJ/
2011282;EQUIPO TOTAL;5,00;27/05/2021;/9-HUM//9-OIL.CORR/ /5-INSP=9-ENF/ 9-CUB;/9-HUM//9-OIL.CORR/ /5-INSP=9-ENF/ 9-CUB/8-GAB/8-BUJ/
2011287;EQUIPO TOTAL;5,00;27/05/2021;/9-HUM//9-OIL.CORR/ /8-INSP=9-ENF/9-PRO-;/9-HUM//9-OIL.CORR/ /8-INSP=9-ENF/9-PRO-M/9-CUB/8-GAB/8-BUJ/
2011676;EQUIPO TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP=9-ENF/3-PRO-M/ 8-GA;/9-OIL.CORR/ /3-INSP=9-ENF/3-PRO-M/ 8-GAB/8-BUJ/
2012401;EQUIPO TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP=3-ENF/ 3-CUB/8-GAB/;/9-OIL.CORR/ /3-INSP=3-ENF/ 3-CUB/8-GAB/8-BUJ/
2012402;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 9-CUB/8-GAB/8-BUJ/;
109356;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
109407;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
111966;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-CUB/9-GAB/8-BUJ/;
111989;REACTOR TOTAL;2,00;27/05/2021;/2-INSP= 2-PRO-M/3-CUB/9-GAB/8-BUJ/;
112113;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
112136;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
112246;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
117259;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
122575;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-CUB/9-GAB/8-BUJ/;
2009377;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009606;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009609;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009613;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009617;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009681;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009685;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2010239;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2014348;EQUIPO TOTAL;5,00;27/05/2021;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=9-FQ/9-DIE//9-HUM//9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/
111691;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
111967;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-CUB/9-GAB/8-BUJ/;
116688;REACTOR TOTAL;2,00;27/05/2021;/2-INSP= 2-CUB/9-GAB/8-BUJ/;
117258;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
118426;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-CUB/9-GAB/8-BUJ/;
123172;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
123173;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
132503;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
132506;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
132509;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
133022;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
133037;REACTOR TOTAL;2,00;27/05/2021;/2-INSP=2-ENF/ 9-GAB/8-BUJ/;
2000234;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
2006420;REACTOR TOTAL;3,00;27/05/2021;/3-INSP=9-ENF/ 3-CUB/9-GAB/8-BUJ/;
2009680;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009684;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2010238;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2011675;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP=9-ENF/ 8-GAB/8-BUJ/;
2014347;EQUIPO TOTAL;5,00;27/05/2021;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=9-FQ/9-DIE//9-HUM//9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/
109355;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
109406;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
112135;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-CUB/9-GAB/8-BUJ/;
118425;REACTOR TOTAL;2,00;27/05/2021;/2-INSP= 2-PRO-M/3-CUB/9-GAB/8-BUJ/;
122574;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-CUB/9-GAB/8-BUJ/;
132505;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
132511;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
132664;REACTOR TOTAL;3,00;27/05/2021;/3-INSP=3-ENF/ 9-GAB/8-BUJ/;
133019;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
133034;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
2009376;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009605;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009608;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009612;EQUIPO TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP= 3-PRO-M/ 8-GAB/8-B;/9-OIL.CORR/ /3-INSP= 3-PRO-M/ 8-GAB/8-BUJ/
2009616;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2010237;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2011674;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP=9-ENF/ 8-GAB/8-BUJ/;
2011678;EQUIPO TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP=9-ENF/3-PRO-M/3-CUB;/9-OIL.CORR/ /3-INSP=9-ENF/3-PRO-M/3-CUB/8-GAB/8-BUJ/
111687;REACTOR TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP=8-ENF/3-PRO-M/8-CUB;/9-OIL.CORR/ /3-INSP=8-ENF/3-PRO-M/8-CUB/8-GAB/8-BUJ/
111689;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
111968;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-CUB/9-GAB/8-BUJ/;
111987;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-CUB/9-GAB/8-BUJ/;
112111;REACTOR TOTAL;3,00;27/05/2021;/3-INSP= 3-CUB/9-GAB/8-BUJ/;
112244;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
117257;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
123183;REACTOR TOTAL;5,00;27/05/2021;/5-INSP= 9-GAB/8-BUJ/;
2000233;REACTOR TOTAL;5,00;27/05/2021;/5-INSP=9-ENF/ 9-GAB/8-BUJ/;
2009375;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009604;EQUIPO TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP=3-ENF/ 8-GAB/8-BUJ/;
2009607;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009611;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009615;EQUIPO TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP= 3-CUB/8-GAB/8-BUJ/;
2009679;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2009683;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2014346;EQUIPO TOTAL;5,00;27/05/2021;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=9-FQ/9-DIE//9-HUM//9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/
109358;REACTOR TOTAL;2,00;27/05/2021;2-DGA= DP/(C) /2-HUM=DELTA//9-OIL.CORR/;2-DGA= DP/(C) /2-HUM=DELTA//9-OIL.CORR/ /2-INSP=8-ENF/2-PRO-M/8-CUB/8-GAB/8-BUJ/
109409;REACTOR TOTAL;5,00;27/05/2021;/8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/;
111973;REACTOR TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/
112119;REACTOR TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/
116134;REACTOR TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/
116150;REACTOR TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/
116151;REACTOR TOTAL;5,00;27/05/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /9-OIL;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/
118155;REACTOR TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/
118157;REACTOR TOTAL;5,00;27/05/2021;/8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/;
121334;REACTOR TOTAL;5,00;27/05/2021;/8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/;
123027;REACTOR TOTAL;5,00;27/05/2021;/8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/;
133028;REACTOR TOTAL;5,00;27/05/2021;/8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/;
133040;REACTOR TOTAL;5,00;27/05/2021;/8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/;
133211;REACTOR TOTAL;5,00;27/05/2021;/8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/;
133212;REACTOR TOTAL;5,00;27/05/2021;/8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/;
133213;REACTOR TOTAL;5,00;27/05/2021;/8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/;
111569;REACTOR TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP=8-ENF/3-PRO-M/8-CUB;/9-OIL.CORR/ /3-INSP=8-ENF/3-PRO-M/8-CUB/8-GAB/8-BUJ/
112004;REACTOR TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP=8-ENF/3-PRO-M/8-CUB;/9-OIL.CORR/ /3-INSP=8-ENF/3-PRO-M/8-CUB/8-GAB/8-BUJ/
112132;REACTOR TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/
118447;REACTOR TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB;/9-OIL.CORR/ /8-INSP=8-ENF/8-PRO-M/8-CUB/8-GAB/8-BUJ/
120866;REACTOR TOTAL;2,00;27/05/2021;/2-INSP= 2-PRO-M/8-CUB/9-GAB/8-BUJ/;
300390;REACTOR TOTAL;3,00;27/05/2021;/3-INSP=9-ENF/ 3-CUB/9-GAB/8-BUJ/;
2005219;EQUIPO TOTAL;3,00;27/05/2021;/9-OIL.CORR/ /3-INSP= 3-CUB/9-GAB/8-BUJ/;
2005220;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 9-GAB/8-BUJ/;
2005221;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 9-GAB/8-BUJ/;
2005222;EQUIPO TOTAL;5,00;27/05/2021;/9-OIL.CORR/ /5-INSP= 9-GAB/8-BUJ/;
807717;EQUIPO TOTAL;3,00;27/05/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC//8-OIL=;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC//8-OIL= 8-DIE/ /9-OIL.CORR/ /3-INSP= 3-CUB/9-GAB/8-BUJ/
201117;EQUIPO TOTAL;3,00;27/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/
201120;EQUIPO TOTAL;5,00;27/05/2021;;
203341;EQUIPO TOTAL;5,00;27/05/2021;;
808069;EQUIPO TOTAL;3,00;27/05/2021;3-DGA:FALLA TÉRMICA PAPEL. 3-DGA= T-PAP(;3-DGA:FALLA TÉRMICA PAPEL. 3-DGA= T-PAP(C)/ /6-HUM/6-HUM_PAP/
2011657;TRANSFORMADOR TOTAL;5,00;27/05/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /9-OIL;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /9-OIL.TAP/ /5-INSP=8-ENF/8-PRO-M/ 8-CUB/8-BUJ/8-P.CUB/
119038;EQUIPO TOTAL;5,00;26/05/2021;;
119039;EQUIPO TOTAL;2,00;26/05/2021;2-INSPECCIONES OPERATIVAS: SISTEMA DE EN;2-INSPECCIONES OPERATIVAS: SISTEMA DE ENFRIAMIENTO. /2-INSP=2-ENF/
119040;EQUIPO TOTAL;5,00;26/05/2021;;
120811;EQUIPO TOTAL;5,00;26/05/2021;;
201438;EQUIPO TOTAL;3,00;26/05/2021;3-DGA:FALLA TÉRMICA PAPEL. 3-DGA= T-PAP(;3-DGA:FALLA TÉRMICA PAPEL. 3-DGA= T-PAP(S)/
201583;EQUIPO TOTAL;5,00;26/05/2021;;
201606;EQUIPO TOTAL;5,00;26/05/2021;;
201608;EQUIPO TOTAL;5,00;26/05/2021;;
